pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,aqi,aqi_bucket,year,month,day,day_of_week,week_of_year,pm_ratio,nox_total
79.81,111.43,14.82,27.44,12.19,31.48,0.33,13.91,38.67,0.39,2.11,183.0,Moderate,2017,10,6,4,40,0.7098639153250912,42.260000000000005
70.98,151.15,17.2,25.61,14.27,35.37,0.32,22.29,34.44,0.27,1.72,193.0,Moderate,2017,10,7,5,40,0.4665133092343083,42.81
102.2,155.03,20.71,24.51,14.05,41.02,0.24,24.0,35.32,0.31,2.14,224.0,Poor,2017,10,8,6,40,0.655002243158367,45.22
107.63,173.87,33.9,27.06,17.82,50.93,0.24,23.51,31.11,0.57,2.97,268.0,Poor,2017,10,9,0,41,0.6154857894435867,60.959999999999994
105.88,158.68,23.0,31.67,13.81,56.42,0.26,7.6,30.89,0.63,3.28,253.0,Poor,2017,10,10,1,41,0.6630761523046091,54.67
104.45,122.3,25.09,30.92,14.22,64.21,0.25,6.57,29.67,0.68,2.71,208.0,Poor,2017,10,11,2,41,0.8471208434712085,56.010000000000005
106.85,186.91,21.91,31.1,12.39,44.32,0.33,7.65,35.14,0.71,2.56,211.0,Poor,2017,10,12,3,41,0.5686232771007397,53.010000000000005
137.42,207.87,31.87,29.16,14.41,45.28,0.33,9.36,37.98,0.6,2.34,246.0,Poor,2017,10,13,4,41,0.6579211950016756,61.03
147.07,208.87,67.91,30.14,23.78,55.52,0.37,14.64,42.39,0.72,3.4,319.0,Very Poor,2017,10,14,5,41,0.7007671415638251,98.05
147.83,195.47,41.91,30.0,15.25,44.61,0.33,14.31,37.15,0.89,3.62,317.0,Very Poor,2017,10,15,6,41,0.7524303964981932,71.91
152.61,213.98,48.82,58.53,40.14,51.88,1.02,23.09,30.49,0.86,3.42,310.0,Very Poor,2017,10,16,0,42,0.7098799888361709,107.35
121.7,212.35,48.01,57.08,49.91,42.92,1.36,17.44,30.46,0.99,3.39,313.0,Very Poor,2017,10,17,1,42,0.5704241856104992,105.09
152.16,204.03,66.01,63.15,55.52,44.57,1.05,27.42,35.86,0.83,3.38,310.0,Very Poor,2017,10,18,2,42,0.7421352972735697,129.16
176.17,259.0,55.94,53.51,53.32,50.7,1.18,22.15,36.35,1.26,4.52,336.0,Very Poor,2017,10,19,3,42,0.6775769230769231,109.44999999999999
426.52,387.13,56.28,54.76,47.28,48.79,1.06,36.85,41.14,2.15,5.54,497.0,Severe,2017,10,20,4,42,1.0989101589673562,111.03999999999999
213.12,317.52,42.71,50.13,49.3,50.8,1.46,20.55,34.52,0.88,4.02,404.0,Severe,2017,10,21,5,42,0.6690945623508728,92.84
146.01,201.91,54.57,55.88,31.89,45.72,0.93,24.42,34.88,0.8,4.04,338.0,Very Poor,2017,10,22,6,42,0.7195801094081119,110.45
163.35,242.73,89.4,64.25,63.05,48.44,1.45,27.79,52.91,1.16,4.65,327.0,Very Poor,2017,10,23,0,43,0.6702088376482173,153.65
188.24,331.64,72.71,81.33,87.22,53.82,1.51,23.19,86.13,1.15,5.47,366.0,Very Poor,2017,10,24,1,43,0.5658970658970659,154.04
203.03,326.46,56.81,80.62,57.55,55.14,1.01,23.77,106.16,0.93,5.08,357.0,Very Poor,2017,10,25,2,43,0.6200146582788738,137.43
178.91,290.41,56.9,90.56,63.21,61.45,1.15,24.12,99.71,1.3,4.28,328.0,Very Poor,2017,10,26,3,43,0.6139459867540578,147.46
167.54,293.68,26.14,65.44,52.4,48.68,0.98,21.24,82.93,1.26,4.94,345.0,Very Poor,2017,10,27,4,43,0.5685489344373558,91.58
198.37,329.05,35.39,84.45,60.5,51.2,0.9,27.88,110.71,1.65,7.47,379.0,Very Poor,2017,10,28,5,43,0.6010301469474322,119.84
187.82,300.92,28.91,60.61,57.94,50.6,1.16,25.08,83.99,1.56,6.8,362.0,Very Poor,2017,10,29,6,43,0.6220853206147323,89.52
196.37,308.22,41.29,69.51,64.94,52.67,1.47,23.68,88.38,2.51,5.67,340.0,Very Poor,2017,10,30,0,44,0.6350494793351011,110.80000000000001
211.64,323.45,65.55,53.08,75.68,64.28,1.84,19.36,65.34,3.36,11.75,366.0,Very Poor,2017,10,31,1,44,0.6523038989058406,118.63
179.17,265.9,29.65,46.83,43.9,47.36,1.13,16.01,56.79,1.43,6.36,344.0,Very Poor,2017,11,1,2,44,0.6713001124016486,76.47999999999999
160.69,227.41,26.09,47.7,56.86,49.88,1.4,17.19,61.91,2.51,9.71,305.0,Very Poor,2017,11,2,3,44,0.703515607898078,73.79
168.16,239.73,45.29,46.49,60.96,53.2,1.31,15.29,62.16,2.74,6.06,310.0,Very Poor,2017,11,3,4,44,0.6985419349478669,91.78
190.33,292.7,45.11,47.28,74.75,52.75,1.83,18.87,73.16,3.18,5.21,345.0,Very Poor,2017,11,4,5,44,0.6480422199523324,92.39
209.61,334.64,65.25,60.56,97.76,61.8,2.33,19.55,86.74,6.46,12.85,370.0,Very Poor,2017,11,5,6,44,0.6245084018591348,125.81
216.53,330.27,64.5,57.27,96.0,65.81,1.94,18.74,72.82,4.6,14.37,377.0,Very Poor,2017,11,6,0,45,0.6536360068826034,121.77000000000001
517.93,654.68,51.67,65.17,103.77,91.87,2.37,15.29,56.06,5.11,26.96,532.0,Severe,2017,11,7,1,45,0.7899127623230844,116.84
639.19,796.88,55.83,77.51,104.65,82.96,2.74,20.46,55.51,7.73,25.53,675.0,Severe,2017,11,8,2,45,0.8011104426730837,133.34
495.9,652.21,54.71,81.67,104.52,74.84,2.37,15.68,86.62,6.99,25.25,677.0,Severe,2017,11,9,3,45,0.7591739256900537,136.38
370.73,496.48,55.07,80.73,109.98,84.1,2.45,17.84,104.94,7.33,28.06,597.0,Severe,2017,11,10,4,45,0.7452158880759026,135.8
363.77,511.44,78.16,78.61,117.92,90.64,2.32,17.8,95.54,8.39,32.33,471.0,Severe,2017,11,11,5,45,0.7098782296463975,156.76999999999998
465.08,622.4,66.78,70.1,104.82,73.63,2.44,13.94,88.03,7.84,28.2,613.0,Severe,2017,11,12,6,45,0.7460378569136991,136.88
354.56,498.63,65.36,65.77,105.48,73.85,2.33,15.58,94.42,5.47,18.48,561.0,Severe,2017,11,13,0,46,0.7096451374016772,131.13
254.36,365.91,34.12,56.46,75.36,55.71,1.74,13.67,69.5,4.44,11.39,444.0,Severe,2017,11,14,1,46,0.6932490256466163,90.58
192.04,279.26,36.7,57.85,79.14,48.83,1.64,19.24,60.28,4.38,13.31,378.0,Very Poor,2017,11,15,2,46,0.6852208663384001,94.55000000000001
191.57,278.95,38.61,53.86,82.34,50.06,1.55,22.89,62.01,4.06,12.03,357.0,Very Poor,2017,11,16,3,46,0.6843007679942847,92.47
150.79,220.08,32.01,47.38,70.95,45.56,1.51,16.32,47.92,3.0,8.48,330.0,Very Poor,2017,11,17,4,46,0.6820607924733127,79.39
143.51,202.59,20.23,43.91,50.62,38.55,1.16,13.3,37.68,2.29,5.38,309.0,Very Poor,2017,11,18,5,46,0.7048970971069305,64.14
128.65,190.51,19.58,45.6,55.24,34.83,1.2,15.12,47.8,2.04,5.24,297.0,Poor,2017,11,19,6,46,0.6717664873896925,65.18
171.34,249.28,24.44,52.73,64.19,36.28,1.3,13.7,54.08,2.38,6.34,329.0,Very Poor,2017,11,20,0,47,0.6845932555537798,77.17
178.08,253.38,32.84,54.75,75.18,40.58,1.52,15.02,57.13,4.37,10.71,341.0,Very Poor,2017,11,21,1,47,0.7000550357732527,87.59
177.41,258.11,30.75,54.64,74.09,40.37,1.51,18.13,57.6,4.92,11.65,348.0,Very Poor,2017,11,22,2,47,0.684689900042453,85.39
175.56,251.23,34.73,55.04,70.15,40.03,1.55,18.32,54.34,4.53,11.97,340.0,Very Poor,2017,11,23,3,47,0.6960313999127781,89.77
187.97,256.92,44.24,64.15,82.97,44.62,1.65,19.2,54.02,5.18,13.88,348.0,Very Poor,2017,11,24,4,47,0.7287918734491314,108.39000000000001
185.31,268.09,45.12,76.48,88.0,47.81,1.74,17.95,48.1,5.3,15.24,347.0,Very Poor,2017,11,25,5,47,0.6886543535620053,121.6
224.37,338.82,77.85,67.6,101.44,63.81,1.97,21.01,44.82,20.64,17.26,368.0,Very Poor,2017,11,26,6,47,0.660261314813725,145.45
198.34,328.09,45.64,68.93,87.3,52.5,1.64,18.95,41.09,4.33,13.04,382.0,Very Poor,2017,11,27,0,48,0.6026922726305874,114.57000000000001
167.74,290.47,61.44,62.53,93.71,60.94,1.76,19.39,34.78,16.1,19.68,360.0,Very Poor,2017,11,28,1,48,0.5754966205784472,123.97
215.17,327.64,109.88,75.37,132.94,83.31,2.31,20.1,40.91,7.08,28.86,359.0,Very Poor,2017,11,29,2,48,0.6547285783836416,185.25
219.84,344.17,71.11,57.73,108.26,77.53,2.11,16.83,44.4,8.15,23.32,388.0,Very Poor,2017,11,30,3,48,0.6369035547701133,128.84
190.45,309.07,61.21,56.83,94.55,65.47,1.83,17.59,31.62,6.41,20.7,377.0,Very Poor,2017,12,1,4,48,0.61421614474151,118.03999999999999
208.87,324.46,80.33,65.66,102.69,92.4,2.1,20.17,36.62,7.94,25.81,356.0,Very Poor,2017,12,2,5,48,0.6417685737110552,145.99
240.87,359.22,67.41,65.83,99.76,85.25,2.28,19.92,37.61,8.46,26.32,384.0,Very Poor,2017,12,3,6,48,0.6686746987951807,133.24
261.82,390.1,74.66,65.49,101.07,90.28,2.49,20.17,32.64,7.62,23.27,415.0,Severe,2017,12,4,0,49,0.6694451546918946,140.14999999999998
230.56,358.86,61.13,64.61,104.85,71.16,2.41,18.29,50.69,5.42,15.21,404.0,Severe,2017,12,5,1,49,0.6406936030678597,125.74000000000001
120.91,210.21,23.19,51.02,68.08,45.92,1.65,20.88,43.68,2.94,8.36,330.0,Very Poor,2017,12,6,2,49,0.572463425027224,74.21000000000001
88.95,170.12,24.67,45.83,39.33,36.04,1.49,18.17,41.43,2.6,7.35,215.0,Poor,2017,12,7,3,49,0.5198106591865358,70.5
115.08,204.38,23.86,53.85,3.63,41.49,1.56,21.69,50.26,3.13,7.98,220.0,Poor,2017,12,8,4,49,0.5603271983640082,77.71000000000001
165.76,268.35,60.14,70.14,9.06,57.73,1.77,24.22,68.58,7.52,17.98,312.0,Very Poor,2017,12,9,5,49,0.6154074624095043,130.28
230.34,341.87,102.0,83.94,16.38,77.11,2.18,25.97,90.07,9.07,29.86,389.0,Very Poor,2017,12,10,6,49,0.6717998075072185,185.94
218.87,338.45,97.35,71.25,13.13,86.87,2.28,24.39,66.07,5.22,19.42,406.0,Severe,2017,12,11,0,50,0.644778317867138,168.6
109.18,152.76,22.41,45.94,3.04,50.54,1.51,11.71,38.75,1.96,6.88,280.0,Poor,2017,12,12,1,50,0.7100676378772113,68.35
134.99,203.48,20.14,40.27,2.59,48.27,1.34,10.81,46.28,2.51,6.59,263.0,Poor,2017,12,13,2,50,0.6601623630672927,60.410000000000004
126.67,189.9,19.4,36.59,2.33,46.26,1.31,11.18,42.19,2.18,5.87,276.0,Poor,2017,12,14,3,50,0.6635411210057621,55.99
127.57,194.15,20.33,34.73,3.26,42.56,1.28,9.69,38.04,1.89,4.83,292.0,Poor,2017,12,15,4,50,0.6537022802972072,55.059999999999995
100.72,152.72,17.77,29.84,2.87,39.74,1.06,4.98,23.98,1.92,2.85,228.0,Poor,2017,12,16,5,50,0.6552172781680978,47.61
95.58,163.65,17.4,37.37,2.44,35.36,1.2,12.68,36.4,1.87,3.48,195.0,Moderate,2017,12,17,6,50,0.5805040996052232,54.769999999999996
115.19,189.64,20.4,45.8,2.15,45.71,1.28,16.97,45.37,2.46,6.42,223.0,Poor,2017,12,18,0,51,0.6042278640369283,66.19999999999999
168.33,257.19,35.44,54.84,4.37,56.27,1.48,23.03,49.68,3.93,10.74,291.0,Poor,2017,12,19,1,51,0.6519617336070337,90.28
283.24,410.74,44.05,66.41,5.96,78.25,1.91,25.0,67.35,4.65,14.07,378.0,Very Poor,2017,12,20,2,51,0.6879098460193326,110.46
293.14,435.23,32.3,61.63,3.57,72.97,1.45,22.54,66.06,4.12,10.87,467.0,Severe,2017,12,21,3,51,0.6719849620612979,93.93
157.72,241.38,22.11,50.73,2.69,55.36,1.17,20.47,48.84,2.88,7.93,370.0,Very Poor,2017,12,22,4,51,0.650713755260335,72.84
117.72,181.59,31.51,50.97,3.61,51.89,1.54,19.95,43.85,3.9,9.81,253.0,Poor,2017,12,23,5,51,0.6447231502272851,82.48
203.18,301.71,79.8,66.65,9.75,73.83,1.74,23.73,59.85,6.52,14.99,309.0,Very Poor,2017,12,24,6,51,0.6712034620593968,146.45
259.0,368.35,61.55,58.92,7.06,68.61,1.68,23.76,56.1,5.63,15.78,398.0,Very Poor,2017,12,25,0,52,0.7012318938676052,120.47
224.42,326.11,46.41,57.6,6.18,62.83,1.57,22.1,38.93,5.37,12.99,372.0,Very Poor,2017,12,26,1,52,0.6860689064840573,104.00999999999999
224.27,317.87,58.71,65.61,9.76,71.71,1.69,23.17,58.98,5.95,18.27,379.0,Very Poor,2017,12,27,2,52,0.7033273747922351,124.32
249.17,362.39,80.57,70.25,11.62,79.07,1.86,25.51,66.0,6.36,23.66,398.0,Very Poor,2017,12,28,3,52,0.6856820495885962,150.82
227.28,347.63,70.6,59.7,10.69,68.22,1.7,25.54,61.36,5.35,19.38,399.0,Very Poor,2017,12,29,4,52,0.6519232424059892,130.3
273.56,401.15,69.31,60.4,15.32,75.04,1.96,21.01,61.73,6.96,25.19,421.0,Severe,2017,12,30,5,52,0.6802436901653612,129.71
306.17,445.58,83.77,66.97,23.13,83.55,1.95,17.97,76.45,7.01,21.12,451.0,Severe,2017,12,31,6,52,0.6855882484661203,150.74
303.41,415.09,62.76,63.92,11.79,73.16,1.8,18.58,68.75,5.72,14.77,462.0,Severe,2018,1,1,0,1,0.7291932033934967,126.68
277.48,422.59,31.26,53.73,4.26,55.61,1.52,12.43,68.68,3.98,9.71,439.0,Severe,2018,1,2,1,1,0.6550674000802664,84.99
217.01,336.87,37.98,52.24,2.87,50.81,1.29,10.28,54.94,3.09,6.6,405.0,Severe,2018,1,3,2,1,0.6422884541391659,90.22
248.54,377.61,35.56,61.57,4.24,55.17,1.36,14.42,66.31,3.79,8.2,394.0,Very Poor,2018,1,4,3,1,0.6564538707376983,97.13
240.42,360.99,38.73,54.8,4.57,51.36,1.38,13.2,48.57,3.63,8.14,398.0,Very Poor,2018,1,5,4,1,0.6641619934252327,93.53
252.57,378.9,65.27,59.12,8.53,63.78,1.59,18.15,39.65,5.69,13.64,403.0,Severe,2018,1,6,5,1,0.6648328507501975,124.38999999999999
191.66,292.74,26.49,47.02,4.99,50.09,1.3,16.27,57.39,3.19,6.5,384.0,Very Poor,2018,1,7,6,1,0.6524817866140123,73.51
152.98,259.13,37.51,51.6,5.28,47.52,1.33,17.15,54.55,3.36,7.87,314.0,Very Poor,2018,1,8,0,2,0.5880905700995656,89.11
233.1,355.21,62.59,66.19,10.36,58.65,1.54,21.82,66.79,5.31,13.99,373.0,Very Poor,2018,1,9,1,2,0.654389264759552,128.78
186.26,294.24,34.44,60.21,3.98,48.38,1.4,18.98,58.51,3.26,7.3,366.0,Very Poor,2018,1,10,2,2,0.6308765749898387,94.65
154.64,243.95,30.06,63.57,3.47,47.42,1.47,17.4,56.22,3.27,6.83,318.0,Very Poor,2018,1,11,3,2,0.6313125127577056,93.63
168.87,281.06,40.02,65.3,3.73,55.07,1.56,24.03,62.37,4.23,11.32,306.0,Very Poor,2018,1,12,4,2,0.5987024037438843,105.32
230.5,355.43,68.69,61.28,3.2,75.88,2.12,24.28,75.14,7.62,21.81,370.0,Very Poor,2018,1,13,5,2,0.6466907948264736,129.97
191.47,308.74,36.32,54.37,1.87,55.35,1.72,22.47,64.8,4.3,10.03,365.0,Very Poor,2018,1,14,6,2,0.6181636211015691,90.69
177.71,309.85,32.47,52.51,2.15,54.6,1.42,19.12,59.73,3.26,7.7,352.0,Very Poor,2018,1,15,0,3,0.5716905259771594,84.97999999999999
133.56,231.04,31.78,46.86,3.92,43.23,1.36,19.06,54.0,3.09,9.36,278.0,Poor,2018,1,16,1,3,0.5755904154456128,78.64
235.06,353.55,44.3,47.86,34.61,52.37,1.61,14.48,64.1,4.22,12.58,350.0,Very Poor,2018,1,17,2,3,0.6629812438302073,92.16
276.25,428.08,48.32,55.08,85.75,59.73,2.04,21.02,72.89,5.19,14.81,411.0,Severe,2018,1,18,3,3,0.6438193343898574,103.4
253.7,398.16,41.26,49.45,81.11,63.31,1.82,22.27,73.6,5.47,16.52,451.0,Severe,2018,1,19,4,3,0.6355847279286501,90.71000000000001
152.33,252.92,21.5,38.87,53.34,66.51,1.31,14.45,43.18,2.37,4.43,351.0,Very Poor,2018,1,20,5,3,0.5999133585381223,60.37
153.61,274.5,33.93,44.09,63.87,63.25,1.51,16.91,41.49,2.74,7.02,310.0,Very Poor,2018,1,21,6,3,0.5575680580762251,78.02000000000001
202.11,352.68,54.86,56.45,72.5,63.15,1.87,21.64,68.33,4.09,10.9,362.0,Very Poor,2018,1,22,0,4,0.5714487672472292,111.31
160.79,248.48,25.98,47.26,67.65,51.07,1.43,14.25,48.67,2.68,6.67,343.0,Very Poor,2018,1,23,1,4,0.6445005611672279,73.24
130.16,192.19,25.05,35.33,56.27,43.08,1.32,11.9,42.04,2.26,6.23,286.0,Poor,2018,1,24,2,4,0.6737408768569801,60.379999999999995
111.75,167.31,24.28,40.13,48.6,40.74,1.37,6.84,43.99,2.22,3.87,267.0,Poor,2018,1,25,3,4,0.6639534192858416,64.41
128.45,207.66,28.91,38.17,57.6,44.28,1.43,7.99,44.09,2.46,3.7,263.0,Poor,2018,1,26,4,4,0.6155947474360203,67.08
155.2,271.1,34.29,45.14,60.99,46.22,1.4,7.94,56.12,2.29,4.87,284.0,Poor,2018,1,27,5,4,0.5703785373024622,79.43
150.96,248.26,41.85,47.6,73.57,45.66,1.85,10.26,54.01,2.07,4.36,334.0,Very Poor,2018,1,28,6,4,0.6056326727112252,89.45
162.48,272.45,45.81,54.51,74.45,44.78,1.96,12.61,60.56,2.18,5.5,332.0,Very Poor,2018,1,29,0,5,0.5941854086670324,100.32
126.84,212.59,23.71,47.59,51.3,38.68,2.0,14.47,56.85,1.84,4.26,300.0,Poor,2018,1,30,1,5,0.5938480265930053,71.30000000000001
123.48,205.56,22.07,45.46,48.06,39.32,2.52,11.35,53.7,1.72,3.78,271.0,Poor,2018,1,31,2,5,0.5977924089852827,67.53
157.33,298.58,38.37,63.88,67.65,46.95,1.62,18.67,60.7,2.08,5.48,293.0,Poor,2018,2,1,3,5,0.5251685693303959,102.25
140.35,282.16,34.69,54.28,71.59,52.36,1.49,12.25,52.12,1.72,5.93,318.0,Very Poor,2018,2,2,4,5,0.49565616612515884,88.97
115.05,239.61,27.97,51.46,64.81,46.26,1.29,14.2,52.29,1.35,4.57,277.0,Poor,2018,2,3,5,5,0.4781596774863887,79.43
133.8,252.13,22.5,46.74,56.52,45.13,1.3,13.2,52.23,1.44,3.23,284.0,Poor,2018,2,4,6,5,0.5285821514636748,69.24000000000001
163.6,308.37,42.64,63.42,78.45,45.41,1.33,14.77,43.11,2.04,4.47,313.0,Very Poor,2018,2,5,0,6,0.5288166273394317,106.06
143.29,274.72,28.45,56.51,67.62,44.96,1.21,14.94,41.11,1.74,4.88,324.0,Very Poor,2018,2,6,1,6,0.5196938923545625,84.96
131.49,246.92,26.04,54.53,55.33,43.31,1.18,14.58,49.34,1.64,3.92,287.0,Poor,2018,2,7,2,6,0.5303727008712489,80.57
186.19,338.61,66.23,74.83,86.77,47.89,1.75,13.8,45.91,3.21,6.09,334.0,Very Poor,2018,2,8,3,6,0.548246518064839,141.06
203.33,348.94,56.38,74.5,84.22,49.6,1.7,14.35,49.11,3.32,6.44,375.0,Very Poor,2018,2,9,4,6,0.5810424644224724,130.88
209.7,373.06,71.59,99.06,86.85,47.52,2.55,13.77,53.31,6.94,11.0,378.0,Very Poor,2018,2,10,5,6,0.560605250494573,170.65
148.13,300.96,57.19,62.4,82.24,51.43,1.56,14.45,43.54,3.53,5.29,350.0,Very Poor,2018,2,11,6,6,0.4905616637965294,119.59
72.36,153.11,16.51,33.08,42.62,46.64,0.97,8.58,37.47,0.8,2.11,218.0,Poor,2018,2,12,0,7,0.46953474790733885,49.59
103.93,170.12,37.45,46.48,72.84,50.89,1.21,10.25,38.83,1.73,4.16,189.0,Moderate,2018,2,13,1,7,0.6073515661524077,83.93
76.92,149.43,16.31,34.92,44.75,40.88,0.96,9.03,38.43,1.02,2.66,217.0,Poor,2018,2,14,2,7,0.5113341753639566,51.230000000000004
94.49,173.59,16.78,38.54,47.11,44.48,1.03,11.47,40.95,1.16,2.82,189.0,Moderate,2018,2,15,3,7,0.5412108368176871,55.32
123.19,219.11,24.78,48.33,60.03,49.81,1.21,12.49,38.4,1.52,3.48,248.0,Poor,2018,2,16,4,7,0.5596747081004951,73.11
127.8,244.27,24.55,49.9,60.9,49.73,1.27,15.01,44.13,1.73,3.91,277.0,Poor,2018,2,17,5,7,0.5210584254087332,74.45
127.27,234.67,35.15,50.94,67.43,45.32,1.36,12.17,45.75,2.15,3.78,284.0,Poor,2018,2,18,6,7,0.5400347944159206,86.09
172.55,315.75,68.88,71.76,88.37,46.22,1.96,15.25,49.74,3.07,5.52,321.0,Very Poor,2018,2,19,0,8,0.5447513812154696,140.64
167.16,317.53,56.44,68.29,87.59,49.25,1.89,14.53,51.27,3.34,5.42,335.0,Very Poor,2018,2,20,1,8,0.524785734467711,124.73
172.99,346.46,72.82,92.54,94.31,49.47,2.42,13.97,57.47,5.24,8.8,347.0,Very Poor,2018,2,21,2,8,0.49787025844701555,165.36
159.67,313.47,59.65,66.4,90.58,55.72,1.8,15.89,47.69,4.0,8.11,333.0,Very Poor,2018,2,22,3,8,0.5077431869494704,126.05000000000001
163.75,333.99,59.63,70.77,92.54,59.64,1.81,16.26,48.62,3.89,9.53,331.0,Very Poor,2018,2,23,4,8,0.48882056180781513,130.4
164.2,349.29,47.09,62.66,80.95,62.61,1.52,15.09,55.26,2.85,5.82,347.0,Very Poor,2018,2,24,5,8,0.468754460589797,109.75
106.26,222.46,25.0,42.88,59.15,50.57,1.0,14.34,43.87,2.05,3.94,317.0,Very Poor,2018,2,25,6,8,0.4755213461022107,67.88
67.27,156.72,14.44,33.59,43.27,41.83,0.88,9.64,43.19,1.09,2.1,170.0,Moderate,2018,2,26,0,9,0.4265153436469693,48.03
85.53,178.51,24.54,43.12,56.44,43.85,1.15,10.72,40.51,1.93,3.03,167.0,Moderate,2018,2,27,1,9,0.4764637067572837,67.66
143.25,279.26,42.48,52.5,78.41,53.64,1.47,14.52,46.16,2.47,6.26,274.0,Poor,2018,2,28,2,9,0.5111325198030401,94.97999999999999
120.71,256.86,45.93,51.74,79.9,49.29,1.43,14.9,40.69,2.3,5.76,293.0,Poor,2018,3,1,3,9,0.4681222368727216,97.67
139.18,253.32,46.05,50.64,78.23,48.86,1.64,11.52,45.55,3.01,4.5,300.0,Poor,2018,3,2,4,9,0.5472632903428751,96.69
98.25,205.92,26.84,41.07,59.03,44.26,1.18,12.93,38.38,1.85,3.67,244.0,Poor,2018,3,3,5,9,0.4748211869321477,67.91
79.83,182.26,25.27,39.02,56.08,39.35,0.99,12.95,34.95,1.63,2.92,205.0,Poor,2018,3,4,6,9,0.43561060787951544,64.29
76.96,164.74,24.87,39.58,56.62,38.32,0.99,12.7,40.45,1.39,2.92,180.0,Moderate,2018,3,5,0,10,0.46434174007481593,64.45
75.45,163.52,15.1,37.92,44.67,34.56,0.94,12.99,44.99,1.26,2.83,170.0,Moderate,2018,3,6,1,10,0.4586068563092633,53.02
87.62,178.53,25.71,45.6,54.4,36.46,1.11,13.23,45.24,1.7,3.57,192.0,Moderate,2018,3,7,2,10,0.4880521361332368,71.31
139.88,283.57,60.76,79.5,82.26,43.35,1.84,16.98,57.76,6.59,7.04,262.0,Poor,2018,3,8,3,10,0.4915486523526724,140.26
134.76,274.89,45.51,65.86,75.45,46.02,1.64,18.68,52.43,4.54,6.65,316.0,Very Poor,2018,3,9,4,10,0.4884555438761825,111.37
75.67,171.69,16.27,39.85,47.05,39.35,0.95,14.8,41.74,1.36,4.0,207.0,Poor,2018,3,10,5,10,0.43818402918524524,56.120000000000005
88.3,183.74,23.14,41.81,55.86,39.62,1.08,15.41,46.28,1.28,3.12,179.0,Moderate,2018,3,11,6,10,0.4779690375663094,64.95
105.29,223.67,28.38,45.32,65.27,42.8,1.18,17.48,44.49,1.29,3.51,236.0,Poor,2018,3,12,0,11,0.46864289847331647,73.7
109.22,245.66,41.54,56.5,73.67,42.23,1.54,17.22,43.79,1.87,4.78,241.0,Poor,2018,3,13,1,11,0.44279575123651993,98.03999999999999
116.62,328.98,60.02,64.82,87.49,40.47,1.63,17.39,48.03,2.85,5.34,287.0,Poor,2018,3,14,2,11,0.3534153585065761,124.84
108.98,314.72,36.34,48.86,66.89,43.23,1.23,16.08,37.77,3.53,5.3,314.0,Very Poor,2018,3,15,3,11,0.3451792727733434,85.2
111.67,256.67,27.56,41.48,62.19,42.2,1.09,16.61,43.04,4.14,4.59,269.0,Poor,2018,3,16,4,11,0.43338378546202505,69.03999999999999
81.57,170.16,21.81,32.61,44.69,33.72,1.09,13.63,37.89,1.73,2.68,218.0,Poor,2018,3,17,5,11,0.4765716288852535,54.42
82.15,173.07,18.88,31.72,41.03,30.32,1.2,17.22,45.83,0.93,2.17,177.0,Moderate,2018,3,18,6,11,0.4719365772390418,50.599999999999994
81.93,197.13,28.38,43.85,62.83,37.7,1.1,16.95,44.89,1.06,4.02,177.0,Moderate,2018,3,19,0,12,0.4135163781355676,72.23
109.99,249.2,44.27,55.71,82.08,44.26,1.42,20.52,51.95,3.19,7.16,224.0,Poor,2018,3,20,1,12,0.43960831334932055,99.98
133.53,280.94,30.35,45.33,66.03,49.85,1.36,24.36,52.82,4.03,5.93,302.0,Very Poor,2018,3,21,2,12,0.4736114066822728,75.68
83.4,176.02,13.53,33.49,41.53,42.95,1.0,17.14,45.99,1.92,3.93,226.0,Poor,2018,3,22,3,12,0.47113320528753816,47.02
64.2,151.45,14.86,34.53,42.49,34.91,0.89,12.75,46.6,1.57,3.61,171.0,Moderate,2018,3,23,4,12,0.4211216792390948,49.39
78.4,186.62,15.2,37.32,44.39,35.84,0.91,14.56,50.02,2.36,3.53,183.0,Moderate,2018,3,24,5,12,0.4178658991578723,52.519999999999996
85.34,190.95,11.77,34.66,41.31,37.35,0.96,15.57,54.47,1.74,2.91,202.0,Poor,2018,3,25,6,12,0.4445949466006773,46.42999999999999
85.9,198.67,19.04,41.2,51.42,36.49,1.06,16.28,52.72,2.64,3.4,203.0,Poor,2018,3,26,0,13,0.4302098462463065,60.24
111.26,256.4,42.38,60.75,76.0,37.92,1.52,18.5,49.55,4.42,5.92,246.0,Poor,2018,3,27,1,13,0.4322455322455323,103.13
117.78,280.25,55.87,71.04,79.52,37.48,1.74,16.27,57.85,6.14,7.37,293.0,Poor,2018,3,28,2,13,0.41877333333333333,126.91
95.98,217.49,17.1,41.56,49.23,37.18,1.01,16.53,57.43,2.72,3.78,238.0,Poor,2018,3,29,3,13,0.43928783926037807,58.660000000000004
96.45,241.13,21.45,45.84,58.22,37.57,1.11,15.95,58.75,3.12,5.64,234.0,Poor,2018,3,30,4,13,0.3983397348531781,67.29
101.59,292.49,25.6,44.76,57.92,42.4,1.17,16.59,67.56,2.96,5.24,269.0,Poor,2018,3,31,5,13,0.34614467273160926,70.36
75.14,199.8,15.98,37.97,46.42,37.86,1.01,14.13,68.76,2.97,3.11,217.0,Poor,2018,4,1,6,13,0.374203187250996,53.95
